,title,primaryCategory.categoryId,primaryCategory.categoryName,predictCategory
420,【Exc5】Canon 50mm f1.4 Lens M39 L39 LTM Leica Screw Mount from Japan #42,3323,Lenses,Lenses
421,*Rare!*  [EXC +5 in BOX] LEICA CM ZOOM 35mm Point & Shoot Film Camera From JAPAN,15230,Film Cameras,Film Cameras
422,NICCA Lens Cap for 50mm F2 NIKKOR H.C. leica screw mount  #722964 50mm,79001,Lens Caps,Lens Caps
423,【EXC+++++】Leica Leitz Elmarit-R 90mm f2.8 2 Cam R Mount Lens From Japan #96,3323,Lenses,"Lens Adapters, Mounts & Tubes"
424,[N Mint] Leica C1 Point & Shoot Film Camera Vario-Elmar 38-110mm from Japan 1282,15230,Film Cameras,Film Cameras
425,EX+5 Leitz Wetzlar Leica M-3 Rangefinder Camera Hard Leather Case frm Japan S-11,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
426,[Rare!] Rollei Sonnar 40mm f/2.8 HFT MF Lens for Leica L39 Screw & M Mount 5399,3323,Lenses,"Lens Adapters, Mounts & Tubes"
427,[Near Mint] Leica Minilux Summarit 40mm f/2.4 + Leather Case  from JAPAN 0496,15230,Film Cameras,"Cases, Bags & Covers"
428,Leica SF 20 Shoe Mount Flash for  Leica [Exc++] Free shipping From Japan,48515,Flashes,"Lens Adapters, Mounts & Tubes"
429,**EXC+++++** Minolta Chiyoko Super Rokkor 45mm F/2.8 Lens Leica L39 Mount #568,3323,Lenses,"Lens Adapters, Mounts & Tubes"
430,MINOLTA M-ROKKOR 90 mm F4 Lens for Leitz Leica/Minolta CL CLE M-Mount  JAPAN F/S,3323,Lenses,Lens Hoods
431,*Clean* Leitz 90mm Finder SOOUT for Leica Elmar 90mm from JAPAN  016008,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
432,CANON Front Lens Cap for 50mm F1.8/F2.8 LTM Leica screw mount From JAPAN,79001,Lens Caps,Lens Caps
433,Canon L3 Leica Screw Mount Rangefinder RF #529325,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
434,Mint Carl Zeiss Biogon 28mm f2.8 T* ZM For Leica M w/ Box From Japan F/S #1554,3323,Lenses,Viewfinders & Eyecups
435,【MINT】MINOLTA M ROKKOR 90mm f4 Lens for CL CLE Leica M Mount from Japan 471380,3323,Lenses,"Lens Adapters, Mounts & Tubes"
436,【TOP MINT】 Voigtlander Color Skopar 21mm f4 for Leica M from japan #0119,3323,Lenses,Viewfinders & Eyecups
437,Canon 50mm f1.2 Leica Screw L39 LTM Mount for Canon P 7 7S L1 L2 L3,3323,Lenses,Lenses
438,Leica Summilux-M 35mm F/1.4 ASPH. E46 Lens In Silver #19950 C1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
439,"""As is"" Canon  L 50mm  f/1.8  Lens F1.8  Leica  Mt  L/M Adapter From Japan",3323,Lenses,"Lens Adapters, Mounts & Tubes"
440,Excellent-!! Canon 35mm f/1.8 L39 LTM Leica Screw Mount from Japan,3323,Lenses,Lenses
441,Canon 50mm F/1.2 Lens for Leica L39 #21918 F4,3323,Lenses,Lenses
442,Genuine Leica Black Strap,64343,Straps & Hand Grips,"Cases, Bags & Covers"
443,MINT- Leica Summilux-R 35mm f/1.4 ROM Lens Boxed,3323,Lenses,"Lens Adapters, Mounts & Tubes"
444,*Overhauled* Leica M3 Single Stroke SS Rangefinder Film Camera Body JPN #2111,15230,Film Cameras,Film Cameras
445,【Rare】MS-Optics APOQUALIA-G 28mm F2.0 II Leica M mount in Black from Japan (2535,3323,Lenses,Digital Cameras
446,"Wetzlar Leitz Germany LEICA Leather Case for LEICA IIIc, IIIf w/Strap from JAPAN",107894,"Cases, Bags & Covers","Cases, Bags & Covers"
447,Near Mint Panasonic Leica DG 25mm f1.4 Lens for Micro Four Thirds Japan #101,3323,Lenses,Lenses
448,[MINT]Leica M7 0.72 35mm Rangefinder Film Camera In Silver #4129,15230,Film Cameras,Film Cameras
449,Sharan Leica 3f IIIf MODEL Miniature MINOX Camera  #525001,15230,Film Cameras,Digital Cameras
450,RARE Near Mint GENUINE LEICA Camera Strap from Japan Anti Slip Rubber,64343,Straps & Hand Grips,Film Cameras
451,Canon 50mm F/1.5 Lens for Leica L39 #22797 F4,3323,Lenses,Lenses
452,[AB- Exc]Nikon NIKKOR-S.C 5cm 50mm f/1.4 Lens Leica L39 Screw Nippon Kogaku 5471,3323,Lenses,Lenses
453,"【Vintage AS-IS】 ""21236"" Leica I Model A Camera Leitz Elmar 50mm f/3.5 from Japan",15230,Film Cameras,Film Cameras
454,@RARE@ Kleinbild-Plasmat 70mm f2.7 Modified to Leica M Roland Plasmat #015761,3323,Lenses,"Lens Adapters, Mounts & Tubes"
455,AS-IS Voigtlander Color Skopar 21mm F4 MC for Leica M from japan 1675,3323,Lenses,Viewfinders & Eyecups
456,[RARE EXC+5] Canon 85mm f/1.9 Leica Screw Mount LTM L39 Rangefinder Lens #169,3323,Lenses,Lenses
457,Panasonic LEICA D VARIO-ELMAR 14-150mm F3.5-5.6 ASPH. w/Hood [Excellent] 06-X06,3323,Lenses,"Lens Adapters, Mounts & Tubes"
458,[ APP N MINT ] Nikon Nikkor H.C 5cm 50mm f/2 Leica L L39 LTM Screw Mount JAPAN,3323,Lenses,Lenses
459,Leica M2 35mm Rangefinder Film Camera #22679 D2,15230,Film Cameras,Film Cameras
460,Canon 50mm F/1.4 Lens for Leica L39 #22093 F4,3323,Lenses,Lenses
461,【Near Mint】LEICA 14405 Hand Grip M Handle olive M2 M3 M4 M5 M6 from Japan #0281,64343,Straps & Hand Grips,Straps & Hand Grips
462,【N MINT】Leitz Leica Leicaflex SL 35mm Film R Mount SLR Camera Body From JAPAN,15230,Film Cameras,Film Cameras
463,[Excellent+++++] Leica SF 20 Shoe Mount Flash for Leica from Japan #036,48515,Flashes,"Lens Adapters, Mounts & Tubes"
464,【N MINT!!】 Vintage Leica Summitar 5cm 50mm f/2 Leitz for L39 Lens #9038 Japan,3323,Lenses,Lenses
465,Canon 50mm F1.8 Leica Screw Mount LTM M39  SN224845,3323,Lenses,Lens Caps
466,VOIGTLANDER NOKTON CLASSIC 40mm F1.4 MC VM Lens for Leica M Mount #190718c,3323,Lenses,"Lens Adapters, Mounts & Tubes"
467,LEITZ minolta CL Rangefinder Leica M Mount Body Only From Japan #386,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
468,【TOP MINT】 MINOLTA M Rokkor 90mm f4 w/Hood For CL CLE Leica M from JAPAN  #379,3323,Lenses,Viewfinders & Eyecups
469,EXC+++ Leica M2 35mm Film Rangefinder Camera w/ Cap Strap From Japan F/S #9309,15230,Film Cameras,Film Cameras
470,"""RARE NEAR MINT in BOX""Leica M6 0.72 35mm Rangefinder Film Camera Silver #2687",15230,Film Cameras,Film Cameras
471,Mint Carl Zeiss C Sonnar 50mm f1.5 ZM T* For Leica M w/Caps From Japan F/S #1560,3323,Lenses,Viewfinders & Eyecups
472,【EXC++++】Canon 7 Rangefinder Camera Leica Screw Mount L39 From Japan #316,15230,Film Cameras,Film Cameras
473,Canon 50mm F1.8 Leica Screw Mount LTM M39 SN278161,3323,Lenses,Lens Caps
474,"Voigtlander Nokton 40mm F/1.4 Classic  VM  Leica-M M6 M7 etc ""Excellent++"" #2626",3323,Lenses,Straps & Hand Grips
475,Leica Sofort 19100 Compact Film Camera,15230,Film Cameras,Film Cameras
476,"""TOP MINT""Voigtlander Super Wide Heliar 15mm f/4.5  For Leica Screw Mount #2775",3323,Lenses,"Lens Adapters, Mounts & Tubes"
477,Leica Macro-Adapter-R Lens 14256 [Exc++] #465263,30059,"Lens Adapters, Mounts & Tubes","Lens Adapters, Mounts & Tubes"
478,Canon 35mm f2 Leica Screw Mount L39 LTM Lens  (240-W577),3323,Lenses,Lenses
479,NEAR MINT Leitz Minolta CL Rangefinder Film Camera Body Leica M mount from Japan,15230,Film Cameras,Film Cameras
480,NIKKOR-H.C. 5cm 50mm f2 f/2 Nippon Kogaku Japan Leica  screw mount  #648500,3323,Lenses,"Lens Adapters, Mounts & Tubes"
481,Leica Meter MR CHROME For M2 M3 M4 M4-2 M4-P from Japan #470608,88668,Light Meters,Light Meters
482,[Near Mint] Leica M3 Single Stroke SS 35mm Rangefinder Film Camera From Japan,15230,Film Cameras,Film Cameras
483,Leica Leitz Summicron 50mm F/2 Lens for Leica M #22821 C1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
484,Canon IIC 2C Leica Screw Mount Rangefinder Film Camera Body [VG] #6029A,15230,Film Cameras,Film Cameras
485,"""TOP MINT ""Carl Zeiss Biogon 35mm F/2.8 ZM Silver for Leica M  #2635",3323,Lenses,"Lens Adapters, Mounts & Tubes"
486,CANON Front Lens Cap for 50mm F1.8/F2.8 LTM Leica screw mount From JAPAN,79001,Lens Caps,Lens Caps
487,【Top Mint in Box】 Leica Leitz Minolta CL Rangefinder M Rokkor 40mm f2 From JAPAN,15230,Film Cameras,Film Cameras
488,[MINT] Leica M4-P Black 35mm Rangefinder Film Camera from JAPAN A015N,15230,Film Cameras,Film Cameras
489,Leica D-LUX 3 10.0MP Digital Camera - Black  #2633,31388,Digital Cameras,Digital Cameras
490,Canon Lens 50mm/F1.2  Leica 39mm mount Junk,3323,Lenses,"Lens Adapters, Mounts & Tubes"
491,LEITZ WETZLAR LEICA SUMMICRON 50mm F2 Ver.II Black MF Lens for M Mount #190704am,3323,Lenses,"Lens Adapters, Mounts & Tubes"
492,Canon 50mm F/1.8 Lens Leica Screw Mount LTM L39 from Japan 255903 MINT-,3323,Lenses,Lenses
493,【NEAR MINT+3】 LEITZ Minolta CL 35mm Rangefinder Body Only Leica From JAPAN #1668,15230,Film Cameras,Film Cameras
494,【TOP MINT IN BOX】 LEICA M4-P w/ Strap Rangefinder Film Camera BLACK from JAPAN,15230,Film Cameras,Film Cameras
495,【NEAR MINT+3】 LEITZ Minolta CL 35mm Rangefinder Body Only Leica From JAPAN #1668,15230,Film Cameras,Film Cameras
496,Canon 50mm F1.4 Leica Screw Mount LTM M39 SN37347,3323,Lenses,Lens Caps
497,Leica Summicron-M 50mm F/2 E39 Lens for Leica M #20993 C1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
498,[NEAR MINT+++] Canon 28mm f2.8 L39 Leica Screw Mount w/ Viewfinder 28mm #339,3323,Lenses,"Lens Adapters, Mounts & Tubes"
499,[Exc+5] Leica M5 Black 35mm Rangefinder Film Camera Body 3 Lug From Japan 634,15230,Film Cameras,Film Cameras
500,"""Exc+"" Canon 50mm f/1.5 MF Standard Vintage Lens Leica Screw Mount LTM L39 Japan",3323,Lenses,Lenses
501,**Exc+++** CANON 50mm F/1.2 Lens For Leica Screw Mount LTM L39 From Japan #48,3323,Lenses,Lenses
502,"""TOP MINT""Voigtlander Super Wide Heliar 15mm f/4.5  For Leica Screw Mount #2862",3323,Lenses,"Lens Adapters, Mounts & Tubes"
503,[Near MINT] Olympus VF-2 electronic Finder for Pen Leica M240  E-P2 etc JAPAN,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
504,Leica Hand Grip For X1 X2 Body **MINT** Condition,64343,Straps & Hand Grips,Straps & Hand Grips
505,Leica M3 35mm Rangefinder Film Camera *Double Stroke* #22820 D1,15230,Film Cameras,Film Cameras
506,"Canon Lens Hood S-42 ""Exc++"" For Canon 50mm f 1.8 ,35mm F2.8 Leica LTM39,",78999,Lens Hoods,Lens Hoods
507,Canon S-50 Metal Lens Hood for 50mm f1.4 Leica L-Mount #a0221,78999,Lens Hoods,Lens Hoods
508,[ Exc +4 ] Canon model 7 Leica Screw Mount Rangefinder Film camera body JAPAN,15230,Film Cameras,Film Cameras
509,Leica R8 35mm SLR Film Camera #22970 D5,15230,Film Cameras,Film Cameras
510,[N MINT] Leica Leitz Canada Elmarit-R 19mm F/2.8 3 Cam Lens for Leica R FROM JP,3323,Lenses,"Lens Adapters, Mounts & Tubes"
511,"""EXCELENT"" Canon 50mm f/1.4 1:1.4 MF Lens L39 Leica Screw Mount LTM from Japan",3323,Lenses,Lenses
512,[Near Mint] Leica M3 Single Stroke SS 35mm Rangefinder Film Camera Free Shipping,15230,Film Cameras,Film Cameras
513,【Excellent】Minolta M-ROKKOR 28mm f/2.8 Leica M mount Lens for CL CLE JAPAN #950,3323,Lenses,"Lens Adapters, Mounts & Tubes"
514,"""Excellent+5"" Canon 50mm f/1.8 L39 LTM Leica Screw mount JAPAN #190828",3323,Lenses,Lenses
515,**RARE** Leitz Leica Waist-Level 50mm Finder AUFSU Yr.1930 #354,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
516,Leica Leitz Thambar L39 90/2.2 90mm f/2.2 Soft focus lens Yr.1935 Germany w/Hood,3323,Lenses,Lenses
517,Leica Elmarit-M 90mm F/2.8 E46 Lens for Leica M #18187#8/24,3323,Lenses,"Lens Adapters, Mounts & Tubes"
518,【NEAR MINT】 Leica M6 0.72 TTL Rangefinder Film Camera Black Body from JAPAN 585,15230,Film Cameras,Film Cameras
519,Leica Leitz Elmar 3.5cm 35mm f/3.5 L Screw Mount LTM L39 from Japan #3202,3323,Lenses,Lenses
520,【MINT IN ALL BOX】 Leica M6 TTL 0.85 35mm SF20 Film Camera Black From JAPAN,15230,Film Cameras,Film Cameras
521,【Near MINT】 Leica CL Rangefinder Camera w/ Summicron C 40mm f/2 from JAPAN S043,15230,Film Cameras,Film Cameras
522,Leica M6 0.72 35mm Rangefinder Film Camera in Black[Excellent] from Japan 06-Y20,15230,Film Cameras,Film Cameras
523,【Exc++++】Canon MODEL 7 35mm Rangefinder Film Camera Body Leica Mount From Japan,15230,Film Cameras,Film Cameras
524,【App. MINT】 Minolta M-Rokkor 40mm f/2 for Leica Leitz M Mount CL CLE from JAPAN,3323,Lenses,"Lens Adapters, Mounts & Tubes"
525,【 ALMOST MINT 】 MINOLTA M Rokkor 40mm f2 Lens For CLE Leica M Mount From JAPAN,3323,Lenses,Lenses
526,【TOP MINT ALMOST UNUSED IN BOX】 Leica M6 TTL 0.72 35mm Film Camera From JAPAN,15230,Film Cameras,Film Cameras
527,Leica Apo-Extender-R 2x for Leica R #17190C1,30059,"Lens Adapters, Mounts & Tubes","Lens Adapters, Mounts & Tubes"
528,【Top Mint】Voigtlander COLOR SKOPAR 35mm F2.5 PII Lens for Leica M  450027,3323,Lenses,"Lens Adapters, Mounts & Tubes"
529,@ Ship in 24 Hrs! @ Rare! @ Canon Serenar 100mm f3.5 Portrait Leica L39 LTM Lens,3323,Lenses,Lenses
530,Leica Leitz Wetzlar Summilux-R 50mm F/1.4 3Cam Lens for Leica R #18016#9/6,3323,Lenses,"Lens Adapters, Mounts & Tubes"
531,CANON Front lens Cap for 50mm F1.8 leica screw mount  #703568,79001,Lens Caps,Lens Caps
532,CANON Front and rear lens Caps for 50mm F1.8 leica screw mount  #165963,79001,Lens Caps,Lens Caps
533,Leica Leitz Wetzlar Summicron 50mm F2 Lens for Leica M Mount #EL4241,3323,Lenses,"Lens Adapters, Mounts & Tubes"
534,"""MINT"" Canon Lens Vintage Rear Cap For Leica screw mount L39 From Japan#6",79001,Lens Caps,Lens Caps
535,[AB- Exc] Konica M-HEXANON DUAL 21-35mm f/3.4-4.0 Lens for Leica M JAPAN 5695,3323,Lenses,Lenses
536,"ERNST LEITZ WETZLAR GERMANY IROOA 12571 Lens Hood 50mm f/2, 35mm f/2, 2.8, 3.5",78999,Lens Hoods,Lens Hoods
537,【MINT!】 Leica Genuine Leather Camera Case Black for Leica Minilux From JAPAN,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
538,"Leica leitz Summicron-M 50mm F/2.0 HOOD GERMANY for M6 M7 MP etc""VERY GOOD""#2456",3323,Lenses,Lens Hoods
539,[ Mint + Hood ] Minolta M Rokkor 28mm f2.8 Lens for CLE Leica M mount From Japan,3323,Lenses,"Lens Adapters, Mounts & Tubes"
540,"""NEAR MINT ""Carl Zeiss Biogon 35mm F/2.8 ZM Silver for Leica M  #2667",3323,Lenses,"Lens Adapters, Mounts & Tubes"
541,Voigtlander Ultron 35mm F1.7 Vintage Line Aspherical VM LEICA M-MOUNT #2732,3323,Lenses,"Lens Adapters, Mounts & Tubes"
542,【EXC+++】Canon 100mm f/2 Telephoto Lens For Leica Screw Mount LTM L39 Hood 190375,3323,Lenses,Lenses
543,"""RARE TOP MINT""Leica M6 TTL 0.72 JAPAN Model 35mm Rangefinder Camera  #2714",15230,Film Cameras,Film Cameras
544,【Exc+++++】 LEITZ Minolta CL Body Leica M Mount from Japan 555,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
545,752 Voigtlander Color Skopar 21mm f/4 MC for Leica L39 Screw Mount ***EXC+++***,3323,Lenses,"Lens Adapters, Mounts & Tubes"
546,【Mint】Voigtlander ULTRON 28mm F2 VM for Leica M with Box from Japan 472932,3323,Lenses,Viewfinders & Eyecups
547,Very Good!! Voigtlander APO LANTHAR 90mm f/3.5 MC Black L39 LTM Leica Screw,3323,Lenses,Lenses
548,【MINT IN BOX】 Leica M4-P Black 35mm Rangefinder Film Camera From Japan #575,15230,Film Cameras,Film Cameras
549,"Canon 50mm F/1.8  Leica LTM 39 chrome Lens, Exc+++ From Japan#1646",3323,Lenses,Lenses
550,【EXC+5】 LEICA C1 Compact 35mm Camera Vario Elmar 38-105mm ASPH From JAPAN #0740,15230,Film Cameras,Digital Cameras
551,Leica Leitz Summicron 50mm F/2 Lens for Leica M #22671 C1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
552,Canon L2 Rangefinder Film Camera Leica Screw mount Excellent No. 527516,15230,Film Cameras,Film Cameras
553,【EXC+++++】 Canon 50mm f/1.8 L39 LTM Leica Screw mount MF Prime Lens from JAPAN,3323,Lenses,Lenses
554,*MINT in Case* Leica E46 46mm UVa Protection Filter Silver 13005 from JAPAN #260,15216,Filters,Viewfinders & Eyecups
555,[MINT] Voigtlander Nokton Classic 40mm F/1.4 SC VM Lens for Leica M w/ HOOD #66,3323,Lenses,Lens Hoods
556,Canon 50mm f/1.4 Leica Screw Mount LTM L39 From Japan [Near Mint] #459130A,3323,Lenses,Lenses
557,*MINT* Canon 35mm f/1.8 for LEICA M39 Screw Mount Free shipping JAPAN #18136,3323,Lenses,Lens Caps
558,【MINT】 Canon 50mm f/1.8 L39 LTM Leica Screw mount from Japan #295,3323,Lenses,Lenses
559,Leica 12504 LEITZ WETZLAR GERMANY 1:1.4/35 1:2/35  For SUMMICRON SUMMILUX #3046,78999,Lens Hoods,"Cases, Bags & Covers"
560,【MINT-】 Leica M6 TTL 0.58 35mm Film Camera Black From JAPAN,15230,Film Cameras,Film Cameras
561,Leica Elmar-M 50mm F/2.8 E39 Lens for Leica M #21569 C1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
562,【MINT】Minolta CLE 35mm Rangefinder Film Camera Leica M  w/ Flash 471379,15230,Film Cameras,Film Cameras
563,[Ex] Carl Zeiss Planar T* 50mm F/2 ZM Lens in Black for Leica M (518-W241),3323,Lenses,"Lens Adapters, Mounts & Tubes"
564,【Near Mint】Leica M2 Rangefinder Film Camera Body 1963 Manufactured-#1404,15230,Film Cameras,Film Cameras
565,25mm Voigtlander Snapshot-Skopar 25mm F4 MC Leica Screw L Mount Voigtlander,3323,Lenses,"Lens Adapters, Mounts & Tubes"
566,Leica M6 TTL 0.72 Black Paint 35mm Rangefinder Film Camera With Box #23137,15230,Film Cameras,Film Cameras
567,【 Near MINT 】 Canon 50mm f/1.8 Leica Screw Mount L39 LTM Rangefinder from JAPAN,3323,Lenses,Lenses
568,[NEAR MINT] Leica Meter MR MR4 Black For M2 M3 M4 M4-2 M4-P From JAPAN 530,88668,Light Meters,Light Meters
569,【MINT】 Leica Minilux 40mm f/2.4 Point & Shoot 35mm Film Camera From JAPAN #819,15230,Film Cameras,Film Cameras
570,【EXC+++++】 Canon Model 7 Camera with 50mm f1.8 Lens Leica L39 from JAPAN 0675AB,15230,Film Cameras,Lenses
571,Canon 7 Leica Screw Mount Rangefinder Fully Working From Japan [EXC+++] #C7,15230,Film Cameras,Film Cameras
572,【NEAR MINT+3】 Nikon Nikkor H.C 5cm 50mm f2 Leica L L39 LTM Screw Mount JAPAN 670,3323,Lenses,Lenses
573,【OPTICAL NEAR MINT】 CANON 50mm f1.4 Leica Screw Mount L39 LTM From Japan #0170,3323,Lenses,Lenses
574,Canon model 7 Leica Screw Mount Rangefinder  with box,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
575,Leica Leitz Summar 50mm F/2 Lens for Leica L39 #22076 C1,3323,Lenses,Lenses
576,Leica M6 TTL 0.72 JAPAN MODEL 35mm Rangefinder Film Camera Body Black #190602c,15230,Film Cameras,Film Cameras
577,【MINT】Canon 50mm f/1.2 Leica Screw Mount L39 LTM Lens w/ Filter from Japan #1253,3323,Lenses,Lenses
578,*MINT* Leica M6 Titan Titanium 0.72 Rangefinder Camera from Japan #3042,15230,Film Cameras,Film Cameras
579,"""Excellent"" Voigtlander Color Skopar  35mm f/2.5 Lens for Leica L 889#J",3323,Lenses,Lens Hoods
580,CANON Front Lens Cap for 50mm F1.8/F2.8 LTM Leica screw mount From JAPAN,79001,Lens Caps,Lens Caps
581,[ Ex+++ ] Canon 50mm f1.8 L39 Leica Screw Mount Rangefinder Lens from Japan 219,3323,Lenses,Lenses
582,[NEAR MINT] Canon 50mm f/1.4 Leica Screw Mount LTM L39 M39 Lens from Japan 624,3323,Lenses,Lenses
583,【MINT】Minolta M-Rokkor 40mm F/2 Lens For Leica M CL CLE from Japan E-0250,3323,Lenses,Lenses
584,Nikon Nikkor H.C 5cm 50mm f/2 Leica Screw LTM L39 Lens Japan [Exc+++++] #471919A,3323,Lenses,Lenses
585,◉EXC+++◉ LEICA M3 SINGLE STROKE SS 35mm RANGEFINDER FILM CAMERA FROM JAPAN #45,15230,Film Cameras,Film Cameras
586,Voigtlander Ultron 35mm F/1.7 Aspherical Lens for Leica L39 #22796 H3,3323,Lenses,Lenses
587,Near mint Carl Zeiss Biogon 35mm f2 T* ZM For Leica M w/Cap From Japan F/S #1553,3323,Lenses,Straps & Hand Grips
588,【EXC++++++】 Leica C1 Compact 35mm Vario Elmar 38-105mm ASPH From Japan 147,15230,Film Cameras,Viewfinders & Eyecups
589,[Appearance Near MINT] Canon LENS 50mm F/2.8 Leica L39 mount LTM M39 from JAPAN,3323,Lenses,Lenses
590,Mint Carl Zeiss Planar 50mm f2 T* ZM For Leica M w/ Caps From Japan F/S #1587,3323,Lenses,Viewfinders & Eyecups
591,"""RARE Near Mint""Leica M6 0.72 PANDA  35mm Rangefinder Film Camera Silver  #2963",15230,Film Cameras,Film Cameras
592,Canon 35mm F2 LTM L39 L Leica Screw Mount MF Lens #EL1028,3323,Lenses,Lenses
593,Genuine CANON Front Lens Cap for 50mm F1.4 LTM Leica screw mount From JAPAN,79001,Lens Caps,Lens Caps
594,"""EXC++++"" Leica minilux 35mm Film Camera Summarit 40mm f/2.4 From JAPAN 33",15230,Film Cameras,Film Cameras
595,【Near MINT】 Leica Meter MR MR4 Chrome for M2 M3 M4 M4-2 M4-P from Japan 36,88668,Light Meters,Light Meters
596,[Near Mint] Canon 28mm F/2.8 LTM Leica L39 Lens Finder from Japan #10516,3323,Lenses,Lenses
597,【Near Mint++】 Leica minilux 35mm Film Camera Summarit 40mm f/2.4 From JAPAN,15230,Film Cameras,Film Cameras
598,"Leica Elmarit-R 35mm f/2.8 E55 GERMANY  ""Excellent++"" #2649",3323,Lenses,"Lens Adapters, Mounts & Tubes"
599,Genuine CANON Front Lens Cap for 50mm F1.4 LTM Leica screw mount From JAPAN,79001,Lens Caps,Lens Caps
600,Nikon Nippon Kogaku Nikkor-P.C 85mm F/2 Lens for Leica L39 LTM Mount #14439C1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
601,Leica Ernst Leitz GmbH Wetzlar Germany Summaron 2.8cm lens hood (300-W290),3323,Lenses,Lens Hoods
602,Leica III D3 3 shiny chrome Leica Screw Mount Rangefinder camera #143052,15230,Film Cameras,Film Cameras
603,【Excellent+++】 Leica IIIF DBP Camera 5cm 50mm f/2 Summicron lens From Japan,15230,Film Cameras,Digital Cameras
604,【MINT】 Canon L 35mm f/2.8 Lens for Leica Screw Mount L39 LTM from Japan 282G,3323,Lenses,Lenses
605,"Canon 50mm F/1.8 Leica Screw Mount LTM 39 Lens. ""Exc+++"" From Japan#2385",3323,Lenses,Lens Caps
606,Voigtlander Color-Skopar 35mm F/2.5 Lens for Leica M With Box #19766 F1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
607,[MINT]Voigtlander Nokton Classic 35mm F/1.4 VM Lens Leica M Mount w/Hood #4177,3323,Lenses,"Lens Adapters, Mounts & Tubes"
608,The base plate silver for Leica M5 (NW-1365),162480,Other Camera & Photo Accs,Straps & Hand Grips
609,Leica M3 35mm Rangefinder Film Camera #22732 D3,15230,Film Cameras,Film Cameras
610,Minolta Chiyoda Kogaku Super Rokkor 50mm F/1.8 Lens for Leica L39 #22294 F4,3323,Lenses,Lenses
611,Leica 35mm Finder from Japan,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
612,[EXCELLENT]Leica M3 35mm Rangefinder Film Camera Body #4210,15230,Film Cameras,Film Cameras
613,[EXC+5] Leica minilux 35mm Film Camera Summarit 40mm f/2.4 from JAPAN #285,15230,Film Cameras,Film Cameras
614,Excellent+++ Canon Rangefinder 50mm f/1.2 MF Lens for Leica Screw Mount L39 ♯25,3323,Lenses,Lens Caps
615,Opt.:N.Mint+5：Voigtlander Nokton 50mm f/1.5 Aspherical Leica Screw Mount LTM L39,3323,Lenses,Lenses
616,Leica 14405 Handgrip M #14477F3,64343,Straps & Hand Grips,Straps & Hand Grips
617,[Mint] Minolta M-Rokkor 90mm f/4 Lens for CLE CL Leica M Mount  from JAPAN 0105,3323,Lenses,"Lens Adapters, Mounts & Tubes"
618,Canon 50mm f1.4 L39 Leica Screw Mount LTM from Japan [AS-IS] #7189A,3323,Lenses,Lenses
619,【Exc+++++】 Leica Minilux Date 35mm Film Camera Summarit 40mm F/2.4 From Japan,15230,Film Cameras,Film Cameras
620,Panasonic Leica Lumix D Summilux 25mm F/1.4 ASPH Lens from Japan,3323,Lenses,Viewfinders & Eyecups
621,Excellent++ Canon Rangefinder 50mm f/1.8 Lens for Leica Screw Mount L39 LTM #611,3323,Lenses,Lens Caps
622,[Near Mint] Minolta M-Rokkor 40mm f/2 Lens for Leica M CL CLE from Japan #10408,3323,Lenses,Lenses
623,Leica Leitz Summicron 50mm F/2 Lens for Leica L39 #22644 H3,3323,Lenses,Lens Hoods
624,Carl Zeiss C Sonnar T* 50mm F1.5 ZM Standard Lens leica M (637-W335),3323,Lenses,"Lens Adapters, Mounts & Tubes"
625,**EXC++++** LEITZ Minolta CL Film Rangefinder Body Leica M Mount From JAPAN 0019,15230,Film Cameras,Film Cameras
626,**EXC+++++** Canon 50mm F/1.8 Lens for Leica L Screw Mount L39 LTM fron JPN #549,3323,Lenses,Lens Caps
627,【 EXC+++++ 】 Leica MC Light Meter For M2 M3 M4 M4-2 M4-P From Japan #69,88668,Light Meters,Light Meters
628,Voigtlander Color-Skopar 35mm F/2.5 MC Lens for Leica L39 #22931 C1,3323,Lenses,Lenses
629,[MINT] Leica BIG M6 Black Rangefinder 35mm Camera 0.72 Non TTL From Japan #C26,15230,Film Cameras,Film Cameras
630,【EXC++++】 Canon Model 7 35mm Rangefinder Leica Screw Mount Body From JAPAN #369,15230,Film Cameras,Film Cameras
631,*MINT* Canon 50mm f/1.4 Manual MF Lens L39 Leica Screw Mount LTM from Japan #530,3323,Lenses,Lenses
632,[EXCELLENT--]Leica M4 35mm Rangefinder Film Camera Body #3617,15230,Film Cameras,Film Cameras
